subject,object
http://localhost/publications/articles/Journal1/1940/Article1,http://www.succories.tld/scrapped/prat.html
http://localhost/publications/articles/Journal1/1940/Article2,http://www.islanded.tld/thanklessly/swiveled.html
http://localhost/publications/articles/Journal1/1940/Article3,http://www.polers.tld/apnea/maxillary.html
http://localhost/publications/articles/Journal1/1940/Article4,http://www.dumpers.tld/evasiveness/toto.html
http://localhost/publications/articles/Journal1/1940/Article5,http://www.toto.tld/reaccepts/gunneries.html
http://localhost/publications/articles/Journal1/1940/Article6,http://www.gunneries.tld/pirog/desexes.html
http://localhost/publications/articles/Journal1/1940/Article7,http://www.desexes.tld/heliocentricity/excretions.html
http://localhost/publications/articles/Journal1/1940/Article8,http://www.excretions.tld/dually/plateauing.html
http://localhost/publications/articles/Journal1/1940/Article9,http://www.plateauing.tld/embossers/cerebrum.html
http://localhost/publications/articles/Journal1/1940/Article10,http://www.cerebrum.tld/mohairs/admiralties.html
http://localhost/publications/articles/Journal1/1940/Article11,http://www.admiralties.tld/playgoers/cheques.html
http://localhost/publications/articles/Journal1/1940/Article12,http://www.cheques.tld/waspishly/stilbestrol.html
http://localhost/publications/articles/Journal1/1940/Article13,http://www.stilbestrol.tld/miscalling/firefanged.html
http://localhost/publications/articles/Journal1/1940/Article14,http://www.firefanged.tld/equalled/sandwiching.html
http://localhost/publications/articles/Journal1/1940/Article15,http://www.sandwiching.tld/cheaters/riffled.html
http://localhost/publications/articles/Journal1/1940/Article16,http://www.riffled.tld/napoleons/rifer.html
http://localhost/publications/articles/Journal1/1940/Article17,http://www.rifer.tld/surmisers/satisfying.html
http://localhost/publications/articles/Journal1/1940/Article18,http://www.satisfying.tld/sharpers/forbearer.html
http://localhost/publications/articles/Journal1/1940/Article19,http://www.forbearer.tld/undermentioned/outflanking.html
http://localhost/publications/articles/Journal1/1940/Article20,http://www.outflanking.tld/commuted/lachrymation.html
http://localhost/publications/articles/Journal1/1941/Article1,http://www.floweret.tld/acridities/unrealistic.html
http://localhost/publications/articles/Journal1/1941/Article2,http://www.unrealistic.tld/surges/preheats.html
http://localhost/publications/articles/Journal1/1941/Article3,http://www.preheats.tld/reconciliating/photocatalyst.html
http://localhost/publications/articles/Journal1/1941/Article4,http://www.photocatalyst.tld/tautological/jambing.html
http://localhost/publications/articles/Journal1/1941/Article5,http://www.jambing.tld/outcrop/slipcases.html
http://localhost/publications/articles/Journal1/1941/Article6,http://www.slipcases.tld/grunts/venturers.html
http://localhost/publications/articles/Journal1/1941/Article7,http://www.venturers.tld/unremorsefully/extradites.html
http://localhost/publications/articles/Journal1/1941/Article8,http://www.extradites.tld/ponderers/conditione.html
http://localhost/publications/articles/Journal1/1941/Article9,http://www.conditione.tld/cancels/debiting.html
http://localhost/publications/articles/Journal1/1941/Article10,http://www.debiting.tld/paraguayans/resonates.html
http://localhost/publications/articles/Journal1/1941/Article11,http://www.resonates.tld/terminals/giros.html
http://localhost/publications/articles/Journal1/1941/Article12,http://www.giros.tld/vagus/kinkiest.html
http://localhost/publications/articles/Journal1/1941/Article13,http://www.kinkiest.tld/recollected/householder.html
http://localhost/publications/articles/Journal1/1941/Article14,http://www.householder.tld/objurgate/treaties.html
http://localhost/publications/articles/Journal1/1941/Article15,http://www.treaties.tld/despising/loftily.html
http://localhost/publications/articles/Journal1/1941/Article16,http://www.loftily.tld/reprovingly/blungers.html
http://localhost/publications/articles/Journal1/1941/Article17,http://www.blungers.tld/effulgences/coreless.html
http://localhost/publications/articles/Journal1/1941/Article18,http://www.coreless.tld/environs/hulled.html
http://localhost/publications/articles/Journal1/1941/Article19,http://www.hulled.tld/oralogy/tibetans.html
http://localhost/publications/articles/Journal1/1941/Article20,http://www.tibetans.tld/hipless/prs.html
http://localhost/publications/articles/Journal1/1941/Article21,http://www.prs.tld/cuppier/nonsurgical.html
http://localhost/publications/articles/Journal1/1941/Article22,http://www.nonsurgical.tld/outpoured/dissociated.html
http://localhost/publications/articles/Journal1/1941/Article23,http://www.dissociated.tld/petitionee/brill.html
http://localhost/publications/incolls/1941/Incollection1,http://www.neologic.tld/fobbed/transcribed.html
http://localhost/publications/articles/Journal1/1942/Article1,http://www.swifters.tld/ostinato/recalculation.html
http://localhost/publications/articles/Journal1/1942/Article2,http://www.recalculation.tld/signiory/latchets.html
http://localhost/publications/articles/Journal1/1942/Article3,http://www.latchets.tld/trephines/hops.html
http://localhost/publications/articles/Journal1/1942/Article4,http://www.hops.tld/junketeers/isolators.html
http://localhost/publications/articles/Journal1/1942/Article5,http://www.isolators.tld/nethermost/nonfiction.html
http://localhost/publications/articles/Journal1/1942/Article6,http://www.retrogressions.tld/unknowns/mongoloids.html
http://localhost/publications/articles/Journal1/1942/Article7,http://www.mongoloids.tld/raunchiness/perspicuously.html
http://localhost/publications/articles/Journal1/1942/Article8,http://www.perspicuously.tld/nigglings/midmonths.html
http://localhost/publications/articles/Journal1/1942/Article9,http://www.midmonths.tld/peeped/daydreams.html
http://localhost/publications/articles/Journal1/1942/Article10,http://www.daydreams.tld/immediately/canzona.html
http://localhost/publications/articles/Journal1/1942/Article11,http://www.canzona.tld/cooked/reformers.html
http://localhost/publications/articles/Journal1/1942/Article12,http://www.reformers.tld/technicolor/plenishes.html
http://localhost/publications/articles/Journal1/1942/Article13,http://www.plenishes.tld/bounden/occulters.html
http://localhost/publications/articles/Journal1/1942/Article14,http://www.occulters.tld/amenities/desecrated.html
http://localhost/publications/articles/Journal1/1942/Article15,http://www.desecrated.tld/loutish/polygony.html
http://localhost/publications/articles/Journal1/1942/Article16,http://www.polygony.tld/cliffhanger/entailments.html
http://localhost/publications/articles/Journal1/1942/Article17,http://www.cliffhanger.tld/reindexed/bedstraws.html
http://localhost/publications/articles/Journal1/1942/Article18,http://www.bedstraws.tld/elation/swampland.html
http://localhost/publications/articles/Journal1/1942/Article20,http://www.swampland.tld/circumscribed/paralyzingly.html
http://localhost/publications/articles/Journal1/1942/Article21,http://www.paralyzingly.tld/surrejoinders/chestiest.html
http://localhost/publications/articles/Journal1/1942/Article22,http://www.chestiest.tld/tonsils/pasturage.html
http://localhost/publications/articles/Journal1/1942/Article23,http://www.pasturage.tld/teazle/fringier.html
http://localhost/publications/articles/Journal1/1942/Article24,http://www.fringier.tld/wastebaskets/powderer.html
http://localhost/publications/articles/Journal1/1942/Article25,http://www.powderer.tld/inserter/plights.html
http://localhost/publications/articles/Journal1/1942/Article26,http://www.plights.tld/gaudiness/irades.html
http://localhost/publications/incolls/1942/Incollection1,http://www.irades.tld/disciplinarians/majors.html
http://localhost/publications/articles/Journal1/1943/Article1,http://www.manifestly.tld/scalepan/folklorists.html
http://localhost/publications/articles/Journal1/1943/Article2,http://www.folklorists.tld/yeller/cognizably.html
http://localhost/publications/articles/Journal1/1943/Article3,http://www.cognizably.tld/teratoid/coadjutors.html
http://localhost/publications/articles/Journal1/1943/Article4,http://www.teratoid.tld/thuggeries/nondestructive.html
http://localhost/publications/articles/Journal1/1943/Article5,http://www.nondestructive.tld/subpartnership/cordilleras.html
http://localhost/publications/articles/Journal1/1943/Article6,http://www.cordilleras.tld/alkalin/succulently.html
http://localhost/publications/articles/Journal1/1943/Article7,http://www.succulently.tld/underlaid/neurosurgeon.html
http://localhost/publications/articles/Journal1/1943/Article8,http://www.neurosurgeon.tld/hunts/barrens.html
http://localhost/publications/articles/Journal1/1943/Article9,http://www.hunts.tld/emanative/blowpipe.html
http://localhost/publications/articles/Journal1/1943/Article10,http://www.blowpipe.tld/thickest/machinability.html
http://localhost/publications/articles/Journal1/1943/Article11,http://www.machinability.tld/tormentor/owner.html
http://localhost/publications/articles/Journal1/1943/Article12,http://www.tormentor.tld/zanier/corkscrewed.html
http://localhost/publications/articles/Journal1/1943/Article13,http://www.zanier.tld/promiscuousness/clewed.html
http://localhost/publications/articles/Journal1/1943/Article14,http://www.promiscuousness.tld/reassemble/hesitation.html
http://localhost/publications/articles/Journal1/1943/Article15,http://www.reassemble.tld/fainting/croupy.html
http://localhost/publications/articles/Journal1/1943/Article16,http://www.fainting.tld/bacchanalia/regainers.html
http://localhost/publications/articles/Journal1/1943/Article17,http://www.regainers.tld/margarins/inconvenience.html
http://localhost/publications/articles/Journal1/1943/Article18,http://www.margarins.tld/triunities/dipped.html
http://localhost/publications/articles/Journal1/1943/Article19,http://www.triunities.tld/votarists/kilogram.html
http://localhost/publications/articles/Journal1/1943/Article20,http://www.votarists.tld/timbrel/presell.html
http://localhost/publications/articles/Journal1/1943/Article21,http://www.presell.tld/reupholstered/xerosis.html
http://localhost/publications/articles/Journal1/1943/Article22,http://www.reupholstered.tld/steamers/neurological.html
http://localhost/publications/articles/Journal1/1943/Article23,http://www.steamers.tld/warranter/flashings.html
http://localhost/publications/articles/Journal1/1943/Article24,http://www.flashings.tld/detonations/chippering.html
http://localhost/publications/articles/Journal1/1943/Article25,http://www.chippering.tld/pouchiest/canvasses.html
http://localhost/publications/articles/Journal1/1943/Article26,http://www.pouchiest.tld/pyorrheas/cartons.html
http://localhost/publications/articles/Journal1/1943/Article27,http://www.cartons.tld/refocus/vividness.html
http://localhost/publications/articles/Journal1/1943/Article28,http://www.vividness.tld/remedying/prophetically.html
http://localhost/publications/articles/Journal1/1943/Article29,http://www.prophetically.tld/zinged/fridge.html
http://localhost/publications/incolls/1943/Incollection1,http://www.stained.tld/antiquarians/dilutes.html
http://localhost/publications/articles/Journal1/1944/Article1,http://www.dilutes.tld/shovels/vitric.html
http://localhost/publications/articles/Journal1/1944/Article2,http://www.vitric.tld/kookiest/leavening.html
http://localhost/publications/articles/Journal1/1944/Article3,http://www.leavening.tld/casteless/uroliths.html
http://localhost/publications/articles/Journal1/1944/Article4,http://www.uroliths.tld/marrieds/fungic.html
http://localhost/publications/articles/Journal1/1944/Article5,http://www.marrieds.tld/gasogenes/obnoxiously.html
http://localhost/publications/articles/Journal1/1944/Article6,http://www.obnoxiously.tld/endorser/libations.html
http://localhost/publications/articles/Journal1/1944/Article7,http://www.endorser.tld/harrower/claymores.html
http://localhost/publications/articles/Journal1/1944/Article8,http://www.claymores.tld/feedstuffs/lyricizing.html
http://localhost/publications/articles/Journal1/1944/Article9,http://www.lyricizing.tld/composedly/taunting.html
http://localhost/publications/articles/Journal1/1944/Article10,http://www.taunting.tld/lobsters/careering.html
http://localhost/publications/articles/Journal1/1944/Article11,http://www.careering.tld/hepatics/colonies.html
http://localhost/publications/articles/Journal1/1944/Article12,http://www.colonies.tld/transplantations/forfends.html
http://localhost/publications/articles/Journal1/1944/Article13,http://www.forfends.tld/intercepting/jeered.html
http://localhost/publications/articles/Journal1/1944/Article14,http://www.jeered.tld/addends/surveiled.html
http://localhost/publications/articles/Journal1/1944/Article15,http://www.addends.tld/wagers/joysticks.html
http://localhost/publications/articles/Journal1/1944/Article16,http://www.joysticks.tld/agric/proliferating.html
http://localhost/publications/articles/Journal1/1944/Article17,http://www.agric.tld/disintegrator/oblongish.html
http://localhost/publications/articles/Journal1/1944/Article18,http://www.disintegrator.tld/leapfrogged/overabundant.html
http://localhost/publications/articles/Journal1/1944/Article19,http://www.leapfrogged.tld/legworks/easeful.html
http://localhost/publications/articles/Journal1/1944/Article20,http://www.easeful.tld/hoatzin/toiled.html
http://localhost/publications/articles/Journal1/1944/Article21,http://www.toiled.tld/vrouw/squads.html
http://localhost/publications/articles/Journal1/1944/Article22,http://www.squads.tld/overweight/readmits.html
http://localhost/publications/articles/Journal1/1944/Article23,http://www.overweight.tld/loopholing/tattles.html
http://localhost/publications/articles/Journal1/1944/Article24,http://www.tattles.tld/befriends/insinuators.html
http://localhost/publications/articles/Journal1/1944/Article25,http://www.insinuators.tld/rebroadcasting/grousing.html
http://localhost/publications/articles/Journal1/1944/Article26,http://www.grousing.tld/frow/demarcators.html
http://localhost/publications/articles/Journal1/1944/Article27,http://www.demarcators.tld/crocked/wharfinger.html
http://localhost/publications/articles/Journal1/1944/Article28,http://www.wharfinger.tld/washboards/overdrank.html
http://localhost/publications/articles/Journal1/1944/Article29,http://www.washboards.tld/recalculations/dumps.html
http://localhost/publications/articles/Journal1/1944/Article30,http://www.recalculations.tld/carousels/acidly.html
http://localhost/publications/articles/Journal1/1944/Article31,http://www.carousels.tld/deponent/venges.html
http://localhost/publications/articles/Journal1/1944/Article32,http://www.venges.tld/northers/mutualist.html
http://localhost/publications/incolls/1944/Incollection1,http://www.mutualist.tld/earthworms/lunk.html
http://localhost/publications/articles/Journal1/1945/Article1,http://www.forefended.tld/sourdoughs/traditionless.html
